site_id,region,part_id,daily_rate,lead_time_days,muL,sigmaL,safety_stock,base_stock
S001,Central,P001,0.35579293344289237,7,2.4905505341002465,1.5781478175697758,2.596053159902281,5.086603694002528
S001,Central,P002,0.47082990961380444,56,26.36647493837305,5.134829591950744,8.446794678758975,34.81326961713202
S001,Central,P003,0.13599013968775678,27,3.671733771569433,1.916176863332149,3.152110940181385,6.823844711750818
S001,Central,P004,0.11750205423171733,25,2.9375513557929334,1.7139286320593787,2.819412599737678,5.756963955530612
S001,Central,P005,0.22267871815940837,33,7.3483976992604765,2.7107928174724965,4.459254184742257,11.807651884002734
S001,Central,P006,0.2000821692686935,57,11.40468364831553,3.3770821204577675,5.555300088153028,16.95998373646856
S001,Central,P007,0.12325390304026294,11,1.3557929334428924,1.1643852169462185,1.9154136818765295,3.271206615319422
S001,Central,P008,0.22062448644207067,31,6.839359079704191,2.615216832253913,4.302031689057687,11.141390768761877
S001,Central,P009,0.08586688578471652,11,0.9445357436318818,0.9718722877167976,1.598729913294132,2.543265656926014
S001,Central,P010,0.3705834018077239,21,7.782251437962202,2.789668696810107,4.589005006252626,12.37125644421483
S001,Central,P011,0.3122432210353328,19,5.932621199671323,2.435697271762508,4.006722012049325,9.939343211720647
S001,Central,P012,0.33483976992604764,17,5.69227608874281,2.3858491336928265,3.9247218249246996,9.61699791366751
S001,Central,P013,0.1314708299096138,32,4.207066557107642,2.0511134920105327,3.374081694357326,7.581148251464969
S001,Central,P014,0.32826622843056696,23,7.55012325390304,2.7477487610593223,4.520046711942586,12.070169965845626
S001,Central,P015,0.11585866885784717,18,2.085456039441249,1.444110812729151,2.3755622869394535,4.461018326380703
S001,Central,P016,0.15612161051766638,21,3.278553820870994,1.8106777241880991,2.978564856289423,6.257118677160417
S001,Central,P017,0.09079704190632704,34,3.0870994248151193,1.7570143496326713,2.8902886051457446,5.9773880299608635
S001,Central,P018,0.09613804437140511,13,1.2497945768282663,1.1179421169399901,1.8390147823662837,3.08880935919455
S001,Central,P019,0.1306491372226787,13,1.6984387838948232,1.3032416444753534,2.1438325051619564,3.8422712890567796
S001,Central,P020,0.07600657354149548,7,0.5320460147904684,0.7294148440979717,1.1998874185411634,1.7319334333316319
S001,Central,P021,0.10846343467543139,25,2.711585866885785,1.646689365632081,2.708804006464773,5.420389873350558
S001,Central,P022,0.38249794576828267,37,14.152423993426458,3.7619707592466023,6.188441898960661,20.340865892387118
S001,Central,P023,0.1610517666392769,11,1.7715694330320457,1.3310031679271261,2.1895002112401225,3.9610696442721682
S001,Central,P024,0.10394412489728841,17,1.7670501232539029,1.3293043756995246,2.186705698025718,3.953755821279621
S001,Central,P025,0.07806080525883319,30,2.3418241577649956,1.5303019825397195,2.5173467612778384,4.859170919042834
S001,Central,P026,0.15242399342645852,11,1.6766639276910436,1.2948605823373587,2.130045657944955,3.8067095856359985
S001,Central,P027,0.4650780608052588,41,19.068200493015613,4.366715068906559,7.183246288351289,26.2514467813669
S001,Central,P028,0.3184059161873459,8,2.5472473294987674,1.5960098149756998,2.6254361456350264,5.172683475133794
S001,Central,P029,0.10887428101889893,37,4.0283483976992605,2.007074586979582,3.3016376955814124,7.329986093280673
S001,Central,P030,0.09983566146261298,28,2.7953985209531633,1.6719445328578229,2.7503487565511184,5.545747277504281
S001,Central,P031,0.1639276910435497,46,7.540673788003287,2.7460287303674167,4.517217261454401,12.057891049457687
S001,Central,P032,0.41248972884141333,12,4.94987674609696,2.2248318467014445,3.6598483878238763,8.609725133920836
S001,Central,P033,0.20419063270336896,21,4.288003286770748,2.070749450505963,3.406382846082309,7.694386132853057
S001,Central,P034,0.2608874281018899,33,8.609285127362368,2.9341583337240627,4.826690458976083,13.43597558633845
S001,Central,P035,0.3660640920295809,51,18.669268693508627,4.320794914539294,7.107707634417139,25.776976327925766
S001,Central,P036,0.08709942481511915,11,0.9580936729663106,0.9788225952471217,1.6101631691815153,2.568256842147826
S001,Central,P037,0.09654889071487263,29,2.799917830731306,1.6732955001228282,2.7525710977020523,5.552488928433359
S001,Central,P038,0.11832374691865243,17,2.011503697617091,1.4182749019908274,2.333062213774911,4.344565911392002
S001,Central,P039,0.1721446179129006,18,3.098603122432211,1.7602849548957153,2.895668750803452,5.994271873235663
S001,Central,P040,0.31101068200493015,27,8.397288414133113,2.897807518475496,4.766893367892191,13.164181782025304
S001,Central,P041,0.3422350041084634,17,5.817995069843878,2.4120520454260266,3.9678256147258137,9.785820684569693
S001,Central,P042,0.5119145439605588,10,5.119145439605588,2.2625528589638715,3.7218994529955687,8.841044892601158
S001,Central,P043,0.09695973705834018,27,2.617912900575185,1.6179965700134178,2.6616043576720725,5.279517258247258
S001,Central,P044,0.13968775677896467,27,3.771569433032046,1.942052891409512,3.1946770063686474,6.9662464394006935
S001,Central,P045,0.10640920295809367,24,2.5538208709942483,1.5980678555662924,2.628821622406551,5.182642493400799
S001,Central,P046,0.4724732949876746,37,17.48151191454396,4.181089799866054,6.877892720779659,24.35940463532362
S001,Central,P047,0.4893179950698439,33,16.14749383730485,4.018394435257053,6.610258845997853,22.757752683302705
S001,Central,P048,0.0866885784716516,7,0.6068200493015612,0.7789865527090704,1.2814328792064207,1.8882529285079819
S001,Central,P049,0.2781429745275267,20,5.562859490550533,2.3585714936271347,3.8798501070166367,9.44270959756717
S001,Central,P050,0.4589153656532457,56,25.69926047658176,5.069443803474082,8.339235056714864,34.038495533296626
S001,Central,P051,0.08422350041084634,38,3.2004930156121607,1.7889921787453853,2.9428921340361587,6.143385149648319
S001,Central,P052,0.07189811010682005,15,1.0784716516023007,1.0384948972442285,1.708324105966756,2.786795757569057
S001,Central,P053,0.11955628594905506,28,3.3475760065735414,1.8296382174007901,3.0097548676243,6.357330874197841
S001,Central,P054,0.25554642563681185,10,2.5554642563681185,1.598581951720999,2.629667310581043,5.1851315669491616
S001,Central,P055,0.09695973705834018,8,0.7756778964667215,0.8807257782458292,1.448793905214389,2.2244718016811103
S001,Central,P056,0.34880854560394414,27,9.417830731306491,3.068848437330604,5.048255679408844,14.466086410715334
S001,Central,P057,0.07230895645028759,30,2.1692686935086276,1.4728437437517354,2.422827958471605,4.592096651980233
S001,Central,P058,0.19967132292522596,24,4.792111750205423,2.1890892513110156,3.6010518184066207,8.393163568612044
S001,Central,P059,0.17748562037797863,44,7.80936729663106,2.7945245206709246,4.596992836503671,12.406360133134731
S001,Central,P060,0.11955628594905506,53,6.336483155299918,2.517237206800328,4.14085520518654,10.477338360486458
S001,Central,P061,0.0895645028759244,19,1.7017255546425638,1.304502033207524,2.145905844626377,3.8476313992689404
S001,Central,P062,0.09367296631059983,21,1.9671322925225965,1.402544934225851,2.3071864168015246,4.274318709324121
S001,Central,P063,0.4416598192276089,55,24.291290057518488,4.928619488002547,8.10757905776419,32.39886911528268
S001,Central,P064,0.1437962202136401,20,2.8759244042728023,1.6958550658216056,2.789681583276541,5.665605987549343
S001,Central,P065,0.37674609695973704,38,14.316351684470007,3.7836955063099365,6.224179107879846,20.540530792349852
S001,Central,P066,0.15940838126540674,24,3.8258011503697618,1.955965528931878,3.2175632950929396,7.043364445462702
S001,Central,P067,0.07723911257189811,30,2.3171733771569434,1.5222264539669987,2.504062516775713,4.8212358939326565
S001,Central,P068,0.08833196384552178,26,2.296631059983566,1.5154639751520214,2.492938239125075,4.789569299108641
S001,Central,P069,0.1228430566967954,7,0.8599013968775678,0.927308684784936,1.5254227864712198,2.3853241833487875
S001,Central,P070,0.12489728841413311,30,3.7469186524239935,1.9356959090786945,3.1842197704344524,6.931138422858446
S001,Central,P071,0.3340180772391126,21,7.014379622021364,2.6484674100357295,4.3567288895087755,11.371108511530139
S001,Central,P072,0.16844700082169267,24,4.042728019720624,2.0106536299722593,3.3075252213043664,7.350253241024991
S001,Central,P073,0.09737058340180772,14,1.3631881676253081,1.16755649440415,1.920630433294827,3.283818600920135
S001,Central,P074,0.1228430566967954,21,2.5797041906327034,1.6061457563473818,2.642109769191443,5.221813959824146
S001,Central,P075,0.11010682004930156,31,3.4133114215283484,1.8475149313411106,3.039162062056127,6.452473483584475
S001,Central,P076,0.46055875102711585,16,7.368940016433854,2.7145791600971694,4.465482718359843,11.834422734793698
S001,Central,P077,0.25267050123253904,28,7.074774034511093,2.659844738797942,4.375444595322615,11.450218629833708
S001,Central,P078,0.1741988496302383,43,7.4905505341002465,2.736887015223728,4.502179140043032,11.992729674143279
S001,Central,P079,0.2633525061626952,23,6.057107641741989,2.4611191847901206,4.048541058979748,10.105648700721737
S001,Central,P080,0.44412489728841414,46,20.429745275267052,4.519927574117427,7.435280859423168,27.86502613469022
S001,Central,P081,0.1162695152013147,8,0.9301561216105176,0.9644460179867599,1.58651369958822,2.5166698211987377
S001,Central,P082,0.09983566146261298,18,1.7970419063270338,1.34053791678081,2.2051848731044323,4.002226779431466
S001,Central,P083,0.09983566146261298,22,2.1963845521774856,1.4820204290688728,2.4379236058182956,4.634308157995781
S001,Central,P084,0.14585045193097781,31,4.521364009860312,2.1263499264844232,3.4978456290668762,8.019209638927189
S001,Central,P085,0.12366474938373048,47,5.812243221035333,2.4108594361835642,3.9658637725219634,9.778106993557296
S001,Central,P086,0.19843878389482333,28,5.556285949055053,2.357177538721904,3.8775570511975324,9.433843000252585
S001,Central,P087,0.24938373048479867,23,5.735825801150369,2.3949584132402735,3.93970658978025,9.67553239093062
S001,Central,P088,0.4745275267050123,34,16.133935907970418,4.016707097607494,6.607483175564328,22.741419083534744
S001,Central,P089,0.17091207888249793,11,1.8800328677074774,1.371142905647503,2.2555300797901428,4.13556294749762
S001,Central,P090,0.0866885784716516,15,1.300328677074774,1.1403195504220622,1.8758256604442924,3.1761543375190664
S001,Central,P091,0.10599835661462612,34,3.603944124897288,1.8984056797474262,3.1228773431845163,6.726821468081804
S001,Central,P092,0.0895645028759244,27,2.418241577649959,1.5550696375564532,2.5580895537803654,4.9763311314303245
S001,Central,P093,0.09449465899753492,7,0.6614626129827444,0.8133035183636823,1.3378842877082575,1.9993469006910018
S001,Central,P094,0.19391947411668037,19,3.684470008216927,1.9194973321723912,3.1575731114235834,6.84204311964051
S001,Central,P095,0.4133114215283484,27,11.159408381265406,3.340570068306517,5.49523776236422,16.654646143629627
S001,Central,P096,0.38085456039441246,41,15.615036976170911,3.9515866403472555,6.500360023371235,22.115396999542146
S001,Central,P097,0.10394412489728841,18,1.8709942481511914,1.3678429179372869,2.250101600006837,4.121095848158029
S001,Central,P098,0.2543138866064092,29,7.375102711585867,2.7157140334699945,4.467349585058141,11.842452296644009
S001,Central,P099,0.12530813475760066,30,3.75924404272802,1.938877005569982,3.1894526741626206,6.948696716890641
S001,Central,P100,0.17830731306491374,38,6.775677896466722,2.6030132340168235,4.281956769957675,11.057634666424397
S002,North,P001,0.08422350041084635,7,0.5895645028759244,0.7678310379738009,1.2630820574669026,1.852646560342827
S002,North,P002,0.07600657354149548,56,4.256368118323747,2.063096730239217,3.393794121243512,7.650162239567259
S002,North,P003,0.02341824157764996,27,0.6322925225965489,0.7951682354046525,1.3080517472406534,1.9403442698372024
S002,North,P004,0.02629416598192276,25,0.657354149548069,0.8107737967818577,1.333722895706156,1.991077045254225
S002,North,P005,0.03327855382087099,33,1.0981922760887428,1.0479466952515966,1.7238723136888763,2.822064589777619
S002,North,P006,0.02999178307313065,57,1.7095316351684469,1.3074905870286206,2.150822015662081,3.860353650830528
S002,North,P007,0.021364009860312245,11,0.2350041084634347,0.48477222327958797,0.7974503072949222,1.0324544157583568
S002,North,P008,0.04601479046836483,31,1.4264585045193099,1.1943443827135078,1.9646965095637203,3.39115501408303
S002,North,P009,0.020131470829909615,11,0.22144617912900577,0.47058068291102406,0.7741052233886346,0.9955514025176404
S002,North,P010,0.07682826622843057,21,1.613393590797042,1.270194312220395,2.0894696436025497,3.702863234399592
S002,North,P011,0.06080525883319639,19,1.1552999178307313,1.0748487883561721,1.7681262568459033,2.9234261746766346
S002,North,P012,0.0419063270336894,17,0.7124075595727197,0.8440423920471766,1.3884497349176055,2.100857294490325
S002,North,P013,0.024239934264585046,32,0.7756778964667215,0.8807257782458292,1.448793905214389,2.2244718016811103
S002,North,P014,0.054231717337715694,23,1.247329498767461,1.1168390657419989,1.8372002631455882,3.084529761913049
S002,North,P015,0.020542317173377157,18,0.3697617091207888,0.6080803475863933,1.000292171779617,1.3700538809004057
S002,North,P016,0.03245686113393591,21,0.6815940838126541,0.8255871146115679,1.358090803536029,2.0396848873486833
S002,North,P017,0.012325390304026294,34,0.419063270336894,0.6473509638031707,1.0648923354562159,1.4839556057931098
S002,North,P018,0.021364009860312245,13,0.2777321281840592,0.5270029679082074,0.8669198822090013,1.1446520103930604
S002,North,P019,0.025883319638455218,13,0.33648315529991785,0.5800716811739027,0.95421791553107,1.2907010708309878
S002,North,P020,0.01972062448644207,7,0.13804437140509448,0.3715432295239606,0.6111886125669153,0.7492329839720098
S002,North,P021,0.01725554642563681,25,0.43138866064092024,0.6568018427508561,1.0804390313251582,1.5118276919660785
S002,North,P022,0.07929334428923583,37,2.9338537387017256,1.7128495960538175,2.8176375855085296,5.751491324210255
S002,North,P023,0.02875924404272802,11,0.3163516844700082,0.5624514952153725,0.9252327096292878,1.241584394099296
S002,North,P024,0.014790468364831553,17,0.2514379622021364,0.5014359003922001,0.8248620561451692,1.0763000183473055
S002,North,P025,0.010271158586688579,30,0.30813475760065734,0.5550988719144161,0.9131376442992145,1.221272401899872
S002,North,P026,0.031635168447000823,11,0.34798685291700904,0.5899041048484144,0.9703922524756416,1.3183791053926508
S002,North,P027,0.07682826622843057,41,3.1499589153656533,1.7748123606076371,2.919566333199563,6.069525248565217
S002,North,P028,0.05628594905505341,8,0.45028759244042726,0.6710347177608825,1.1038521107166517,1.554139703157079
S002,North,P029,0.01684470008216927,37,0.623253903040263,0.7894643139751555,1.2986687964891308,1.9219226995293939
S002,North,P030,0.015201314708299097,28,0.42563681183237473,0.6524084700801904,1.0732119332819132,1.498848745114288
S002,North,P031,0.03368940016433854,46,1.5497124075595727,1.2448744545373132,2.0478184777138804,3.597530885273453
S002,North,P032,0.08586688578471652,12,1.0304026294165982,1.01508749840425,1.6698189348749912,2.7002215642915894
S002,North,P033,0.04601479046836483,21,0.9663105998356615,0.9830109866301909,1.6170530730066641,2.5833636728423257
S002,North,P034,0.03368940016433854,33,1.1117502054231718,1.05439565886017,1.7344808588249796,2.846231064248151
S002,North,P035,0.07888249794576828,51,4.023007395234182,2.0057436015688004,3.2994482245806767,7.322455619814859
S002,North,P036,0.01314708299096138,11,0.14461791290057519,0.3802866194077504,0.6255714889257494,0.7701894018263247
S002,North,P037,0.016433853738701727,29,0.47658175842235007,0.6903490120383675,1.1356241248031145,1.6122058832254647
S002,North,P038,0.018077239112571898,17,0.3073130649137223,0.554358246004984,0.9119193146781986,1.2192323795919209
S002,North,P039,0.01602300739523418,18,0.28841413311421527,0.5370420217396542,0.8834341257617312,1.1718482588759465
S002,North,P040,0.05505341002465078,27,1.486442070665571,1.2191973058802135,2.0055795681729514,3.4920216388385223
S002,North,P041,0.07436318816762531,17,1.2641741988496302,1.1243550145970935,1.8495639990122188,3.1137381978618492
S002,North,P042,0.08052588331963846,10,0.8052588331963846,0.8973621527546081,1.4761607412813302,2.281419574477715
S002,North,P043,0.02259654889071487,27,0.6101068200493015,0.7810933491262754,1.284898559312723,1.8950053793620243
S002,North,P044,0.031635168447000823,27,0.8541495480690222,0.9242021142959056,1.5203124780167647,2.374462026085787
S002,North,P045,0.016433853738701727,24,0.39441248972884146,0.6280226824954983,1.0330973127050946,1.427509802433936
S002,North,P046,0.08299096138044372,37,3.0706655710764177,1.752331467239123,2.8825852636083575,5.953250834684775
S002,North,P047,0.08175842235004109,33,2.698027937551356,1.6425674834086288,2.7020235102071943,5.40005144775855
S002,North,P048,0.024650780608052588,7,0.1725554642563681,0.4153979588976914,0.6833296423867024,0.8558851066430705
S002,North,P049,0.05505341002465078,20,1.1010682004930157,1.0493179692033372,1.7261280593394897,2.8271962598325056
S002,North,P050,0.07888249794576828,56,4.4174198849630235,2.1017658968027395,3.4574049002405065,7.87482478520353
S002,North,P051,0.018077239112571898,38,0.6869350862777321,0.8288154717895486,1.3634014510938075,2.05033653737154
S002,North,P052,0.009860312243221035,15,0.14790468364831552,0.3845837797519749,0.6326403176919987,0.7805450013403142
S002,North,P053,0.02218570254724733,28,0.6211996713229252,0.7881622113010273,1.29652683759019,1.9177265089131152
S002,North,P054,0.06327033689400165,10,0.6327033689400164,0.7954265327106058,1.3084766463089466,1.941180015248963
S002,North,P055,0.02506162695152013,8,0.20049301561216104,0.4477644644365618,0.7365725439981442,0.9370655596103052
S002,North,P056,0.06820049301561217,27,1.8414133114215285,1.3569868501284486,2.232243368461298,4.073656679882826
S002,North,P057,0.014790468364831553,30,0.4437140509449466,0.6661186462972993,1.0957651731590574,1.539479224104004
S002,North,P058,0.03451109285127362,24,0.8282662284305669,0.9100913297194776,1.4971002373885407,2.3253664658191076
S002,North,P059,0.03410024650780608,44,1.5004108463434676,1.2249125872254998,2.014981205985947,3.515392052329415
S002,North,P060,0.025472473294987676,53,1.350041084634347,1.1619126837393363,1.9113463647512083,3.2613874493855555
S002,North,P061,0.01684470008216927,19,0.3200493015612161,0.5657290001062488,0.9306242051747793,1.2506735067359953
S002,North,P062,0.013968775677896467,21,0.29334428923582584,0.5416126745524202,0.8909528496387313,1.1842971388745571
S002,North,P063,0.07477403451109285,55,4.112571898110107,2.0279477059604143,3.3359739763048815,7.448545874414989
S002,North,P064,0.027115858668857847,20,0.5423171733771569,0.7364218718758677,1.2114139792358025,1.7537311526129593
S002,North,P065,0.0694330320460148,38,2.6384552177485623,1.6243322374897822,2.6720265306706916,5.310481748419254
S002,North,P066,0.02875924404272802,24,0.6902218570254725,0.8307959177953828,1.3666592847734047,2.0568811417988773
S002,North,P067,0.011092851273623664,30,0.33278553820870993,0.5768756696279623,0.9489604765379981,1.281746014746708
S002,North,P068,0.018898931799506986,26,0.4913722267871816,0.7009794767232359,1.1531112392097231,1.6444834659969048
S002,North,P069,0.01972062448644207,7,0.13804437140509448,0.3715432295239606,0.6111886125669153,0.7492329839720098
S002,North,P070,0.01602300739523418,30,0.4806902218570254,0.6933182688037475,1.1405085521821645,1.62119877403919
S002,North,P071,0.047658175842235,21,1.000821692686935,1.0004107619807652,1.6456757034583587,2.6464973961452936
S002,North,P072,0.03533278553820871,24,0.8479868529170091,0.9208620162201333,1.5148180166821192,2.3628048695991284
S002,North,P073,0.024650780608052588,14,0.3451109285127362,0.5874614272552167,0.9663740478348314,1.3114849763475676
S002,North,P074,0.02218570254724733,21,0.4658997534921939,0.6825684972896082,1.1228251780414056,1.5887249315335996
S002,North,P075,0.01972062448644207,31,0.6113393590797042,0.7818819342328509,1.2861957818130398,1.897535140892744
S002,North,P076,0.07888249794576828,16,1.2621199671322925,1.123441127577361,1.848060654864759,3.1101806219970514
S002,North,P077,0.043549712407559574,28,1.2193919474116681,1.104260814939871,1.8165090405760878,3.035900987987756
S002,North,P078,0.036154478225143796,43,1.5546425636811831,1.2468530641904776,2.0510732905933358,3.6057158542745187
S002,North,P079,0.04683648315529992,23,1.077239112571898,1.037901301941518,1.7073476416937972,2.7845867542656952
S002,North,P080,0.07723911257189811,46,3.552999178307313,1.8849400993950214,3.1007264635048104,6.653725641812123
S002,North,P081,0.02629416598192276,8,0.21035332785538208,0.4586429197702523,0.7544676030220651,0.9648209308774471
S002,North,P082,0.01972062448644207,18,0.35497124075595726,0.59579462968036,0.9800821658241923,1.3350534065801496
S002,North,P083,0.01725554642563681,22,0.37962202136400985,0.6161347428639371,1.0135416520111766,1.3931636733751864
S002,North,P084,0.027115858668857847,31,0.8405916187345933,0.9168378366617476,1.5081982413085748,2.3487898600431683
S002,North,P085,0.01725554642563681,47,0.8110106820049301,0.9005613149613579,1.4814233631114337,2.292434045116364
S002,North,P086,0.03779786359901397,28,1.0583401807723911,1.0287566188231263,1.6923046379640427,2.7506448187364336
S002,North,P087,0.05012325390304026,23,1.152834839769926,1.0737014667820501,1.7662389128564726,2.9190737526263986
S002,North,P088,0.08792111750205424,34,2.989317995069844,1.7289644285148968,2.8441464849070055,5.83346447997685
S002,North,P089,0.03327855382087099,11,0.3660640920295809,0.605032306599888,0.9952781443568158,1.3613422363863967
S002,North,P090,0.019309778142974528,15,0.2896466721446179,0.5381883240508084,0.8853197930635799,1.1749664652081977
S002,North,P091,0.02259654889071487,34,0.7682826622843056,0.8765173485358436,1.4418710383414628,2.2101537006257685
S002,North,P092,0.013968775677896467,27,0.3771569433032046,0.6141310473369708,1.010245572869317,1.3874025161725214
S002,North,P093,0.015612161051766639,7,0.10928512736236648,0.3305830113033132,0.5438090535939502,0.6530941809563167
S002,North,P094,0.03697617091207888,19,0.7025472473294987,0.8381809156318811,1.3788076062144445,2.0813548535439432
S002,North,P095,0.0780608052588332,27,2.1076417419884965,1.451771931809021,2.3881648278258396,4.495806569814336
S002,North,P096,0.062448644207066556,41,2.5603944124897287,1.6001232491560544,2.6322027448617096,5.192597157351438
S002,North,P097,0.02341824157764996,18,0.42152834839769926,0.649252145470232,1.0680197792985318,1.489548127696231
S002,North,P098,0.04272801972062449,29,1.2391125718981102,1.1131543342673154,1.831138879869734,3.0702514517678443
